ACARA School ID,AGE ID,School Name,Suburb,State,Postcode,Region,Cluster,Cluster Hub,Distance from Cluster 'hub',Driving Time from Cluster 'hub' (Min),Distance from CBD,Driving Time from CBD (Min),Latitude,Longitude,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Year Range,Geolocation,TFA Eligible school,ICSEA,Bottom SEA Quarter,Lower Middle SEA Quarter,Upper Middle SEA Quarter,Top SEA Quarter,Teaching Staff,FTE Teaching Staff,Non-Teaching Staff,FTE Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Enrolment change from 2016,Indigenous Enrolments,Language Background Other Than English,NAPLAN numeracy comparison to national average Yr 9,NAPLAN reading comparison to national average Yr 9,% Students at University,% Students at TAFE,% Students in Employment,C2010 placements,C2010,C2011 placements,C2011,C2012 placements,C2012,C2013 placements,C2013,C2014 placements,C2014,C2015 placements,C2015,C2016 placements,C2016,C2017 placements,C2017,C2018 placements,C2018,Total placements,Current TFA partner school,TFA placement school,2018 PAN member,TLA,TTL school,Alumni at school,Duplicates
74,6785,obfuscated_74,obfuscated_74,TAS,7249,,,,,,,,-42.848604,147.257738,Government,Secondary,School Single Entity,Individual Reporting,http://education.tas.edu.au/kingsmeadowshs/,7-Oct,Inner Regional,Yes,951,49,29,16,5,46,39.5,27,17.7,537,287,250,537,7%,6,7,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,6786,obfuscated_75,obfuscated_75,TAS,7008,,,,,,,,-42.84764764,147.2759479,Government,Secondary,School Single Entity,Individual Reporting,https://ogilviehighschooltas.org/,7-Oct,Inner Regional,Yes,956,45,29,18,8,57,48.3,34,26.3,696,696,0,696,-7%,7,13,Substantially Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6788,obfuscated_76,obfuscated_76,TAS,7250,,,,,,,,-42.84736447,147.3076373,Government,Secondary,School Single Entity,Individual Reporting,http://education.tas.edu.au/prospecthigh/Pages/Home.aspx,7-Oct,Inner Regional,Yes,934,54,29,13,3,33,28.2,25,18.2,417,205,212,417,-2%,8,6,Substantially Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,6789,obfuscated_77,obfuscated_77,TAS,7250,,,,,,,,-42.846795,147.290228,Government,Secondary,School Single Entity,Individual Reporting,http://education.tas.edu.au/riversidehigh/,7-Oct,Inner Regional,,1017,26,28,27,19,50,45.5,25,19.8,733,364,369,733,3%,4,3,Close to,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6792,obfuscated_78,obfuscated_78,TAS,7330,,,,,,,,-42.84389054,147.3545718,Government,Secondary,School Single Entity,Individual Reporting,https://education.tas.edu.au/SmithtonHigh/,7-Dec,Outer Regional,Yes,863,65,25,8,1,32,28,24,18.7,285,132,153,282.5,-4%,32,0,Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6793,obfuscated_79,obfuscated_79,TAS,7172,,,,,,,,-42.843192,147.355348,Government,Combined,School Single Entity,Individual Reporting,http://education.tas.edu.au/sorell,K-12,Inner Regional,Yes,920,55,31,11,2,63,57.4,42,30.3,829,399,430,790.5,11%,12,0,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,6794,obfuscated_80,obfuscated_80,TAS,7053,,,,,,,,-42.83809219,147.2964634,Government,Secondary,School Single Entity,Individual Reporting,https://taroonahigh.education.tas.edu.au/,7-Oct,Inner Regional,,1106,6,16,27,50,74,62.6,29,21.6,999,454,545,998.2,4%,3,13,Above,Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6795,obfuscated_81,obfuscated_81,TAS,7184,,,,,,,,-42.83667338,147.1983997,Government,Combined,School Single Entity,Individual Reporting,http://education.tas.edu.au/tasman,K-12,Outer Regional,Yes,915,54,31,11,4,27,21.3,16,11.1,239,107,132,231,3%,16,1,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,6796,obfuscated_82,obfuscated_82,TAS,7265,,,,,,,,-42.83650615,147.283187,Government,Combined,School Single Entity,Individual Reporting,http://education.tas.edu.au/winnaleahdistricthigh,K-10,Outer Regional,,900,65,21,12,2,13,11.6,11,7,105,54,51,103,-10%,10,0,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,6797,obfuscated_83,obfuscated_83,TAS,7162,,,,,,,,-42.83620708,147.4418246,Government,Combined,School Single Entity,Individual Reporting,http://www.woodbridgeschool.org.au,K-10,Outer Regional,Yes,993,27,29,25,18,26,22.1,17,11,285,123,162,277.8,24%,13,3,Close to,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6798,obfuscated_84,obfuscated_84,TAS,7325,,,,,,,,-42.835,147.27,Government,Combined,School Single Entity,Individual Reporting,http://www.yolla.tased.edu.au/,K-12,Outer Regional,,932,49,30,18,4,18,17.7,15,9.6,212,93,119,194.7,-5%,17,0,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,6835,obfuscated_85,obfuscated_85,TAS,7248,,,,,,,,-42.83224516,147.2925531,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/invermayprimary/,K-6,Inner Regional,,930,50,28,17,5,26,18.9,17,10.4,308,144,164,292.8,10%,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6836,obfuscated_86,obfuscated_86,TAS,7248,,,,,,,,-42.83091402,147.2672653,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/mowbrayheightsprimary/,K-6,Inner Regional,,941,49,27,15,9,36,31.5,27,15.1,523,257,266,496.2,8%,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,6841,obfuscated_87,obfuscated_87,TAS,7015,,,,,,,,-42.82210911,147.2573008,Government,Secondary,School Single Entity,Individual Reporting,http://www.rosebay.tased.edu.au/,7-Nov,Inner Regional,Yes,977,40,28,17,14,57,49.6,27,18.4,700,306,394,700,-3%,6,4,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,6842,obfuscated_88,obfuscated_88,TAS,7250,,,,,,,,-42.82023857,147.2669231,Government,Secondary,School Single Entity,Individual Reporting,http://www.queechy.tased.edu.au,7-Oct,Inner Regional,Yes,954,47,29,18,6,52,46.3,24,17.8,602,294,308,602,-6%,6,6,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,6843,obfuscated_89,obfuscated_89,TAS,7310,,,,,,,,-42.81259813,147.3532966,Government,Secondary,School Single Entity,Individual Reporting,http://www.devonporthigh.tased.edu.au/Untitled-1.html,7-Nov,Inner Regional,Yes,948,49,30,16,6,44,38.5,27,19.6,508,239,269,508,-4%,8,3,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6887,obfuscated_90,obfuscated_90,TAS,7250,,,,,,,,-42.8046047,147.2449819,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sacredheartl.tas.edu.au,Prep-6,Inner Regional,,1064,12,24,31,33,28,21.3,24,10.4,407,194,213,406.2,1%,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,8051,obfuscated_91,obfuscated_91,TAS,7004,,,,,,,,-42.80404026,147.1567787,Government,Primary,School Single Entity,Individual Reporting,http://www.albuerastreet.tased.edu.au/,K-6,Inner Regional,,1116,2,13,35,50,18,13.9,14,8.4,277,128,149,262.8,1%,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,8052,obfuscated_92,obfuscated_92,TAS,7000,,,,,,,,-42.79929094,147.2577496,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/campbellstreetprimary/,K-6,Inner Regional,,1003,26,29,29,17,19,15.8,11,7.1,257,134,123,243.4,-4%,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,8060,obfuscated_93,obfuscated_93,TAS,7000,,,,,,,,-42.79702753,147.2628247,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/goulburnstreetprimary/Pages/Home.aspx,K-6,Inner Regional,,1119,4,11,28,56,15,12.2,9,5.1,256,107,149,244.4,3%,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,8062,obfuscated_94,obfuscated_94,TAS,7000,,,,,,,,-42.79584451,147.2505513,Government,Primary,School Single Entity,Individual Reporting,http://www.lansdownecrescentprimary.org,K-6,Inner Regional,,1121,3,13,27,57,29,22.8,16,10.8,431,215,216,409.8,3%,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,8063,obfuscated_95,obfuscated_95,TAS,7000,,,,,,,,-42.789375,147.248306,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/mountstuartprimary/Pages/default.aspx,K-6,Inner Regional,,1123,3,12,31,54,25,20.8,13,8.8,359,155,204,340.2,5%,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8064,obfuscated_96,obfuscated_96,TAS,7004,,,,,,,,-42.78854201,147.061232,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/southhobartprimary/,K-6,Inner Regional,,1141,3,9,23,65,27,21.3,10,7,392,177,215,374,4%,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8065,obfuscated_97,obfuscated_97,TAS,7005,,,,,,,,-42.78592321,147.5606233,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/princesstreetprimary/Pages/Home.aspx,K-6,Inner Regional,,1154,2,8,21,69,32,23.1,17,10.8,396,192,204,377.6,3%,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,8066,obfuscated_98,obfuscated_98,TAS,7005,,,,,,,,-42.78491896,147.2389667,Government,Primary,School Single Entity,Individual Reporting,http://www.schools.education.tas.gov.au/waimeaheights/default.aspx,K-6,Inner Regional,,1134,3,7,26,64,28,21.3,12,9.1,406,169,237,386.4,5%,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,8067,obfuscated_99,obfuscated_99,TAS,7053,,,,,,,,-42.78063,147.056171,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/taroonaprimary,K-6,Inner Regional,,1130,3,13,25,60,27,21.5,11,7.7,396,178,218,379.2,-1%,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8068,obfuscated_100,obfuscated_100,TAS,7007,,,,,,,,-42.77900115,147.0636691,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/mountnelsonprimary/Pages/Home.aspx,K-6,Inner Regional,,1134,3,11,23,63,16,12.7,11,6.9,226,104,122,214.4,7%,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,8069,obfuscated_101,obfuscated_101,TAS,7008,,,,,,,,-42.77432027,147.0509224,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/lenahvalleyprimary/Pages/default.aspx,K-6,Inner Regional,,1046,16,26,29,29,34,30.2,18,11.8,526,254,272,496,0%,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,8070,obfuscated_102,obfuscated_102,TAS,7008,,,,,,,,-42.774178,147.251698,Government,Secondary,School Single Entity,Individual Reporting,http://www.schools.education.tas.gov.au/newtownhigh/default.aspx,7-Oct,Inner Regional,Yes,959,41,32,20,7,59,53.8,28,23.6,745,0,745,745,-4%,9,8,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,8071,obfuscated_103,obfuscated_103,TAS,7008,,,,,,,,-42.74886383,147.263857,Government,Primary,School Single Entity,Individual Reporting,http://www.newtownprimary.tased.edu.au,K-6,Inner Regional,,1037,19,25,28,28,24,20.2,14,10,359,179,180,339.4,7%,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8072,obfuscated_104,obfuscated_104,TAS,7009,,,,,,,,-42.74882742,147.2758078,Government,Primary,School Single Entity,Individual Reporting,http://www.bowen.road.tased.edu.au,K-6,Inner Regional,,957,42,32,19,8,27,21.9,20,11.9,289,140,149,275.8,5%,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8073,obfuscated_105,obfuscated_105,TAS,7009,,,,,,,,-42.74341148,147.2499306,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/goodwoodprimary/Pages/Home.aspx,K-6,Inner Regional,,909,56,31,11,1,10,9.6,10,6.7,117,64,53,112.2,5%,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,8074,obfuscated_106,obfuscated_106,TAS,7009,,,,,,,,-42.73928054,147.4379846,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/moonahprimary/default.aspx,K-6,Inner Regional,,908,57,28,12,2,22,18.9,18,10.9,290,147,143,272.8,2%,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,8128,obfuscated_107,obfuscated_107,TAS,7009,,,,,,,,-42.73735506,147.2394976,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/springfieldgardensprimary/Pages/Home.aspx,K-6,Inner Regional,,873,69,23,8,1,25,21.8,25,16.1,303,130,173,293.4,2%,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,8133,obfuscated_108,obfuscated_108,TAS,7010,,,,,,,,-42.737339,147.247605,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/rosettaprimary,K-6,Inner Regional,,965,39,34,20,7,32,26.7,20,14.1,466,256,210,440,6%,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,8168,obfuscated_109,obfuscated_109,TAS,7012,,,,,,,,-42.733415,147.441563,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/collinsvaleprimary,K-6,Inner Regional,,989,42,23,19,16,5,4.5,3,2.2,44,21,23,42,-6%,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,8170,obfuscated_110,obfuscated_110,TAS,7015,,,,,,,,-42.730637,147.223489,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/LindisfarneNorthPrimary/,K-6,Inner Regional,,988,32,34,24,11,24,20.4,15,11.5,311,156,155,292.6,0%,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,8171,obfuscated_111,obfuscated_111,TAS,7015,,,,,,,,-42.69909438,147.258458,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/lindisfarneprimary/Pages/Home.aspx,K-6,Inner Regional,,1026,23,24,24,29,23,19,16,9,343,156,187,325.4,3%,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,8172,obfuscated_112,obfuscated_112,TAS,7016,,,,,,,,-42.69690112,146.8894489,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/risdonvaleprimary/Pages/Home.aspx,K-6,Inner Regional,,869,78,18,4,0,15,14.2,18,12.6,185,85,100,177.8,-1%,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,8173,obfuscated_113,obfuscated_113,TAS,7018,,,,,,,,-42.67762923,146.7873511,Government,Primary,School Single Entity,Individual Reporting,http://www.bellerive.tased.edu.au/,K-6,Inner Regional,,1038,15,30,33,22,35,26,18,11.4,488,241,247,465.6,1%,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,8174,obfuscated_114,obfuscated_114,TAS,7018,,,,,,,,-42.66628398,147.4236781,Government,Secondary,School Single Entity,Individual Reporting,http://education.tas.edu.au/clarencehigh/,7-Dec,Inner Regional,Yes,976,35,30,23,12,41,36.3,25,21.7,469,233,236,468.2,-6%,10,3,Below,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,8177,obfuscated_115,obfuscated_115,TAS,7018,,,,,,,,-42.62489064,147.2229568,Government,Primary,School Single Entity,Individual Reporting,http://www.howrahprimary.org.au/,K-6,Inner Regional,,1036,18,27,28,27,39,32.6,24,15.7,620,298,322,587.2,5%,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,8178,obfuscated_116,obfuscated_116,TAS,7018,,,,,,,,-42.56331933,147.8738424,Government,Primary,School Single Entity,Individual Reporting,http://www.montagubay.tased.edu.au/,K-6,Inner Regional,,1063,15,22,27,35,23,19.6,14,9.4,327,169,158,315.8,-3%,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,8180,obfuscated_117,obfuscated_117,TAS,7018,,,,,,,,-42.5311126,147.1991345,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/warraneprimary,K-6,Inner Regional,,870,70,23,7,1,19,15.9,18,12.5,180,84,96,171.2,4%,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,8181,obfuscated_118,obfuscated_118,TAS,7019,,,,,,,,-42.50742508,147.9110679,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/clarendonvaleprimary,K-6,Inner Regional,,829,82,14,3,0,14,11.5,13,8.7,109,56,53,102.6,-8%,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,8182,obfuscated_119,obfuscated_119,TAS,7019,,,,,,,,-42.48152312,146.707466,Government,Primary,School Single Entity,Individual Reporting,https://rokebyprimary.education.tas.edu.au/,K-6,Inner Regional,,875,72,21,7,1,25,19,15,12.3,224,109,115,214.4,-6%,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,8183,obfuscated_120,obfuscated_120,TAS,7021,,,,,,,,-42.38402831,147.0157196,Government,Primary,School Single Entity,Individual Reporting,http://lauderdaleprimary.education.tas.edu.au/,K-6,Inner Regional,,1014,23,28,27,22,47,37.2,29,17.5,649,317,332,612.2,2%,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,8184,obfuscated_121,obfuscated_121,TAS,7022,,,,,,,,-42.30055552,147.3708017,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/southarmprimary/Pages/Home.aspx,K-6,Outer Regional,,1036,15,29,31,25,7,5.7,9,4.4,82,42,40,78.4,-1%,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,8185,obfuscated_122,obfuscated_122,TAS,7025,,,,,,,,-42.15342033,145.320347,Government,Primary,School Single Entity,Individual Reporting,http://www.richmond.tased.edu.au/default.htm,K-6,Outer Regional,,1010,22,31,29,18,19,15.2,15,9.4,255,132,123,243,0%,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8187,obfuscated_123,obfuscated_123,TAS,7026,Greater Hobart,Greater Hobart,Hobart,35,34,35,34,-42.12236781,148.073201,Government,Combined,School Single Entity,Individual Reporting,http://education.tas.edu.au/campaniadistricthigh/,K-11,Outer Regional,Yes - past placement school,856,76,18,5,1,19,16.7,14,10.2,182,86,96,178.1,3%,18,0,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,1,C2017,,,1,Yes,Yes,,Charlie Williams,,,
124,8188,obfuscated_124,obfuscated_124,TAS,7109,,,,,,,,-42.09410938,145.549574,Government,Primary,School Single Entity,Individual Reporting,http://glenhuonprimary.education.tas.edu.au/Pages/Home.aspx,K-6,Outer Regional,,1028,18,34,26,21,11,9,7,4.4,140,78,62,133.2,4%,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8189,obfuscated_125,obfuscated_125,TAS,7109,,,,,,,,-42.081342,145.559515,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/huonvilleprimary/,K-6,Outer Regional,,913,55,26,14,4,36,30,23,14.4,437,201,236,415.8,5%,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8191,obfuscated_126,obfuscated_126,TAS,7112,,,,,,,,-41.92446399,147.4909676,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/cygnetprimary/Pages/Home.aspx,K-6,Outer Regional,,970,29,32,23,15,19,13.1,12,7.4,207,108,99,196.2,-3%,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,8192,obfuscated_127,obfuscated_127,TAS,7113,,,,,,,,-41.88801157,145.3395928,Government,Primary,School Single Entity,Individual Reporting,http://www.franklin.tased.edu.au/,K-6,Outer Regional,,1010,20,32,26,22,9,7.2,8,4.8,108,48,60,99.2,10%,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,8193,obfuscated_128,obfuscated_128,TAS,7050,,,,,,,,-41.87237979,148.3057023,Government,Primary,School Single Entity,Individual Reporting,http://www.kingstonprimary.tased.edu.au,K-6,Inner Regional,,1009,23,31,31,16,29,25.6,21,13.7,408,190,218,387.2,-3%,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8194,obfuscated_129,obfuscated_129,TAS,7052,,,,,,,,-41.7939835,146.9618365,Government,Primary,School Single Entity,Individual Reporting,http://www.blackmansbay.tased.edu.au,K-6,Inner Regional,,1030,21,24,27,28,18,15.9,16,9.5,297,149,148,280.6,3%,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8195,obfuscated_130,obfuscated_130,TAS,7054,,,,,,,,-41.78275082,147.7263668,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/margateprimary/Pages/default.aspx,K-6,Inner Regional,,1004,29,26,27,17,32,26.9,22,14,484,244,240,462.8,-1%,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,8196,obfuscated_131,obfuscated_131,TAS,7054,,,,,,,,-41.780321,145.543953,Government,Primary,School Single Entity,Individual Reporting,http://www.education.tas.gov.au/dept/contact/schoolsatoz/snug,K-6,Inner Regional,,1007,23,28,27,22,25,20.7,15,9.5,356,172,184,338.8,2%,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8197,obfuscated_132,obfuscated_132,TAS,7150,,,,,,,,-41.77912684,145.5424723,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/brunyislanddistrict/,K-6,Outer Regional,,1017,17,29,33,21,5,3.5,6,3.4,42,20,22,40.8,-5%,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,8198,obfuscated_133,obfuscated_133,TAS,7170,,,,,,,,-41.69093755,147.0771548,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/cambridgeprimary/default.aspx,K-6,Inner Regional,,1033,17,28,32,23,27,19.8,14,9.5,373,161,212,353.8,4%,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,8202,obfuscated_134,obfuscated_134,TAS,7212,,,,,,,,-41.65243695,146.9335869,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/evandaleprimary/Pages/Home.aspx,K-6,Inner Regional,,1001,29,29,30,13,13,10.3,8,5.4,162,76,86,156.8,-7%,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8203,obfuscated_135,obfuscated_135,TAS,7213,,,,,,,,-41.59593583,147.1169432,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/avocaprimary/Pages/Home.aspx,K-6,Outer Regional,,934,58,13,25,3,4,2.6,4,2.6,23,15,8,21.8,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,8207,obfuscated_136,obfuscated_136,TAS,7215,,,,,,,,-41.58478994,148.1893989,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/bichenoprimary/,K-6,Remote,,997,27,26,23,24,8,6.8,4,2.8,91,43,48,87.8,-3%,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,8209,obfuscated_137,obfuscated_137,TAS,7250,,,,,,,,-41.57317837,147.1743711,Government,Primary,School Single Entity,Individual Reporting,http://www.eastlaunceston.tased.edu.au/,K-6,Inner Regional,,1036,22,23,26,28,42,36,16,10.7,592,306,286,570.4,-4%,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,8211,obfuscated_138,obfuscated_138,TAS,7249,,,,,,,,-41.567519,147.249153,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/glendhuprimary/Pages/Home.aspx,K-6,Inner Regional,,972,39,27,21,13,28,21.1,15,10,391,179,212,366.2,4%,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,8213,obfuscated_139,obfuscated_139,TAS,7250,,,,,,,,-41.55845075,146.405549,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/norwoodprimary/,K-6,Inner Regional,,997,30,31,24,15,34,26.3,24,12.9,492,219,273,471.2,1%,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,8214,obfuscated_140,obfuscated_140,TAS,7250,,,,,,,,-41.53170299,146.838051,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/punchbowlprimary/,K-6,Inner Regional,,1008,29,27,26,18,22,17.9,14,8.8,334,157,177,318.4,-1%,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,8216,obfuscated_141,obfuscated_141,TAS,7250,,,,,,,,-41.52974888,146.6601803,Government,Primary,School Single Entity,Individual Reporting,http://www.schools.education.tas.gov.au/riversideprimary/default.aspx,K-6,Inner Regional,,1015,24,31,27,19,47,38.5,19,12.5,698,325,373,671.6,1%,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,8217,obfuscated_142,obfuscated_142,TAS,7250,,,,,,,,-41.52867221,146.6627154,Government,Primary,School Single Entity,Individual Reporting,http://www.education.tas.gov.au/dept/contact/schoolsatoz/stleonards,K-6,Inner Regional,,954,49,29,16,5,23,17.2,10,6.6,266,134,132,253.2,3%,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,8218,obfuscated_143,obfuscated_143,TAS,7250,,,,,,,,-41.52669149,146.9034023,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/summerdaleprimary/Pages/Home.aspx,K-6,Inner Regional,,969,40,33,20,7,40,33.4,29,17.6,532,271,261,506.6,-3%,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8271,obfuscated_144,obfuscated_144,TAS,7250,,,,,,,,-41.525172,146.64995,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/trevallynprimary,K-6,Inner Regional,,1063,13,23,29,35,30,25.7,17,9.2,489,246,243,467.4,-3%,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,8272,obfuscated_145,obfuscated_145,TAS,7250,,,,,,,,-41.5225,146.652,Government,Primary,School Single Entity,Individual Reporting,http://www.waverley.tased.edu.au/,K-6,Inner Regional,,894,68,21,10,2,14,13.4,12,8.9,154,69,85,144.2,0%,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
